code,name,reason,geoname_ids
SKSIB,Siatorska Bukovinka,no explicit link,
SKSKZ,Skalite-Zwardon,no explicit link,
SKSSA,Slovenske Nove Mesto,no explicit link,
SKSVR,Srvcinovec,no explicit link,
SKTBE,Trencianske Bohuslavice,no explicit link,
SKUBL,Ubla,no explicit link,
SKVEK,"Vefky Kamenec, Pacin",no explicit link,
SLMUT,Muta,no explicit link,
SLSBO,Sherbro,conflicting or missing match,2403861
SLSRK,Sierra Leone Apt,no explicit link,
SMGAL,Galazzano,no explicit link,
SNDKR,Dakar,conflicting or missing match,2253352;2253354
SNMBA,M'bao Terminal,no explicit link,
SOBSA,Bossaso,conflicting or missing match,64013;9180412
SOGBM,Garbaharey,conflicting or missing match,9179668
SRKCB,Kasikasima,conflicting or missing match,3383915
SRLDO,Ladouanie,conflicting or missing match,3383756
SRMOJ,Moengo,conflicting or missing match,3383494;11525690
SRICK,Nieuw Nickerie,conflicting or missing match,3383427;11525691
SROEM,Paloemeu,conflicting or missing match,3382808
SRPBM,Paramaribo,conflicting or missing match,3383330;11525692
SRPRM,Paranam,conflicting or missing match,3383327;11525693
STPCP,Principe,conflicting or missing match,2410877;6297078
STTMS,Sao Tome Island,conflicting or missing match,2410763
SVBEL,Belfast,no explicit link,
SVTUE,Moncagua,no explicit link,
SYALP,Aleppo (Alep),conflicting or missing match,170063
SYDAM,Damascus (Damas),conflicting or missing match,170654;6300128
SYKAC,Kameshli,conflicting or missing match,6300130
TGKPE,Kpeme,conflicting or missing match,2365560
TGLRL,Niamtougou - Lama-Kara,conflicting or missing match,6296479
THKAM,Kamuting,no explicit link,
THSAS,Samulsakom,no explicit link,
THSKW,Sre Kaew,no explicit link,
TMCRZ,Tchardjou,conflicting or missing match,7730201
TMTMZ,Termez,no explicit link,
TNASH,Ashtart Terminal,no explicit link,
TNDJE,Djerba,conflicting or missing match,2470181;2470384;6296470
TNKER,Kerkena,no explicit link,
TRADA,Adana,conflicting or missing match,325363;6299727
TRALI,Aliaga,conflicting or missing match,324106;11361436
TRAMA,Amasra,no explicit link,
TRBOG,Bogazagzi,no explicit link,
TRSZF,Carsamba Apt/Samsun,conflicting or missing match,6299772
TRESB,Esenboga Apt/Ankara,conflicting or missing match,6299725
TRGEL,Gelibolu,conflicting or missing match,746983;11361393
TRHAR,Haramidere,no explicit link,
TRHAY,Haydarpasa,conflicting or missing match,745705;11361410
TRKPU,Kapikule,no explicit link,
TRKCO,Kocaeli,conflicting or missing match,6299754
TRKOC,Kusukkuyu,no explicit link,
TRMQJ,Merkez Apt/Balikesir,no explicit link,
TRMKP,Mustafa Kemalpasa,no explicit link,
TRNEM,Nemrut Bay,conflicting or missing match,11361422
TRODU,Odunluk,no explicit link,
TRPAZ,"Pazarkule,",no explicit link,
TRRAM,Raman,no explicit link,
TRSFQ,Sanliurfa,conflicting or missing match,6299766;7539717
TRSER,Serviburun,no explicit link,
TTLAB,La Brea (Brighton),no explicit link,
TTPTP,Pointe a Pierre,conflicting or missing match,3573902;11433864
TTPTF,Point Fortin,conflicting or missing match,3573899;11525721
TTSCA,Scarborough/Tobago,conflicting or missing match,3573703
TTTEM,Tembladora,conflicting or missing match,3573618;11525722
TTTAB,Tobago,conflicting or missing match,3573591
TVFUN,Funafuti,conflicting or missing match,2110385;2110394;6299953
TWCMJ,Chi Mei,conflicting or missing match,1669695
TWCLI,Chung-Li,conflicting or missing match,1677214
TWHTC,Hsin-t'ien,conflicting or missing match,1675446
TWKHH,Kaohsiung,conflicting or missing match,1673820;11494325
TWKEL,Keelung (Chilung),conflicting or missing match,1678228;11494339
TWSIJ,Sijhih,no explicit link,
TWSUO,Suao,conflicting or missing match,1668725;11494336
TWSMT,Sun Moon Lake,no explicit link,
TWWOT,Wonan,conflicting or missing match,6587072
TWWUK,Wu-ku,conflicting or missing match,1673380
TWYGE,Ying-Ge,no explicit link,
TZLKY,Lake Manyara,conflicting or missing match,6354961
TZMFA,Mafia,conflicting or missing match,7388080
TZMIC,Michiuja,no explicit link,
TZMIK,Mikindani,conflicting or missing match,877747;877933
TZMKO,"Mkokotoni, Zanzibar",conflicting or missing match,153585
TZMTS,Mtsora,no explicit link,
TZRIJ,Rijiju,no explicit link,
TZTUN,Tunduna,no explicit link,
UAKBP,Borispol Intl Apt/kiev,conflicting or missing match,6300952
UACCI,Chop-Chierna,no explicit link,
UACZA,Chop-Zakhon,no explicit link,
UAGOR,Gorenka,no explicit link,
UGKBG,Kabalega Falls,conflicting or missing match,7668304
UGYMB,Yumbe,no explicit link,
USAPG,Aberdeen,conflicting or missing match,8081458
USXBA,Aberdeen,no explicit link,
USACR,Ackerman,no explicit link,
USADK,Adak Island/Adak Apt,conflicting or missing match,5878817;6300161
USUAX,Agoura,conflicting or missing match,5322553
USAIE,Aiea (Oahu),no explicit link,
USAKO,Akron,conflicting or missing match,5574204
USALB,Albany,conflicting or missing match,5106834;11886729
USCVO,Albany-Corvallis Apt,conflicting or missing match,5720730
USAXN,Alexandria,conflicting or missing match,5020871
USESF,Alexandria,conflicting or missing match,4314531
USAIV,Aliceville,conflicting or missing match,4063983
USAIA,Alliance,conflicting or missing match,5693178
USAMN,Alma,conflicting or missing match,4994536
USAZB,Alvarado,conflicting or missing match,5392171
USAOS,Amook,conflicting or missing match,5879295
USXBD,Ampthill,conflicting or missing match,4744355
USAKP,Anaktuvuk,conflicting or missing match,5879390
USAAB,Anamosa,no explicit link,
USAND,Anderson,conflicting or missing match,4569314
USAIB,Anita Bay,conflicting or missing match,8299096
USANN,Annette Island,conflicting or missing match,5844411
USANY,Anthony,conflicting or missing match,4267608
USARI,Arcadia,conflicting or missing match,7260157
USARR,Arleta,no explicit link,
USHTS,Ashland-Huntington Apt,conflicting or missing match,4825023
USASY,Ashley,conflicting or missing match,5058138
USMMI,Athens,conflicting or missing match,4640874
USATP,Atlas Point,no explicit link,
USABM,Auburn,conflicting or missing match,4984565
USAUN,Auburn,conflicting or missing match,5325232
USAUO,Auburn,conflicting or missing match,4830825
USLEW,Auburn-Lewiston Apt,conflicting or missing match,4956993
USAGS,Augusta,conflicting or missing match,4185424
USAUR,Aurora,conflicting or missing match,5115704
USASQ,Austin,conflicting or missing match,5499538
USAUM,Austin,conflicting or missing match,5016894
USAVC,Avon Lake,no explicit link,
USBBY,Babylon,conflicting or missing match,5143630
USBGE,Bainbridge,conflicting or missing match,4191129
USBKE,Baker,conflicting or missing match,5712208
USBWI,Baltimore-Washington Int Apt,conflicting or missing match,4347822
USXBQ,Baraboo,conflicting or missing match,5278411
USNAX,Barbers Point (Oahu),conflicting or missing match,5847638;5857190
USBNL,Barnwell,conflicting or missing match,4570021
USBSZ,Bartletts,conflicting or missing match,5880068
USHLB,Batesville,conflicting or missing match,4258943
USBBC,Bay City,conflicting or missing match,4672665
USMBS,Bay City-Saginaw-Midland Apt,conflicting or missing match,5012574
USBPX,Bayport,no explicit link,
USBCC,Bear Creek,conflicting or missing match,5880392
USBTY,Beatty,conflicting or missing match,5499839
USBPT,Beaumont,conflicting or missing match,4672989;11886697
USBFP,Beaver Falls,conflicting or missing match,5179455
USBED,Bedford,conflicting or missing match,4945121
USBFR,Bedford,conflicting or missing match,4266314
USBLB,Belair,no explicit link,
USPSB,Bellefonte-Clearfield Apt,conflicting or missing match,5200920
USBCF,Belle Glade,conflicting or missing match,4147242
USKBE,Bell Island,conflicting or missing match,5844674
USBT7,Beloit,conflicting or missing match,4911830
USRDM,Bend-Redmond Apt,conflicting or missing match,5748654
USBTN,Bennettsville,conflicting or missing match,4586302
USBRB,Berlin,conflicting or missing match,5264381
USBRI,Berlin,conflicting or missing match,5128465
USBTG,Bethel,conflicting or missing match,5180199
USBNS,Bether Springs,no explicit link,
USBVY,Beverly,conflicting or missing match,4930505;4930524
USBGQ,Big Lake,conflicting or missing match,5880670
USBMX,Big Mountain,conflicting or missing match,5880663
USBPI,Big Piney,conflicting or missing match,5818709
USBGM,Binghamton-Endicott-Johnson City Apt,conflicting or missing match,5109179
USKBC,Birch Creek,conflicting or missing match,5857431
USBSQ,Bisbee,conflicting or missing match,5284913
USBS2,"Blackshear, Pierce",conflicting or missing match,4183305
USBWL,Blackwell,conflicting or missing match,4535485
USBLH,Blythe,conflicting or missing match,5329650
USBOZ,Bonger,no explicit link,
USBSN,Boston,conflicting or missing match,4786522
USBYA,Boundary,conflicting or missing match,5857950
USBOX,Bow,conflicting or missing match,5083685
USAPH,Bowling Green,conflicting or missing match,8112901
USSRQ,Bradenton-Sarasota Apt,conflicting or missing match,6299118
USBDF,Bradford,conflicting or missing match,4907610
USPWT,Bremerton,conflicting or missing match,5788054;11886734
USBXJ,Brewton,conflicting or missing match,4059831
USTTO,Britton,conflicting or missing match,5226525
USBV2,"Broadview, Summit",conflicting or missing match,5148269
USBOK,Brookings,conflicting or missing match,5715909
USBKR,Brookley,no explicit link,
USBKF,Brooks Lake,conflicting or missing match,5415293
USRBH,Brooks Lodge,conflicting or missing match,5867071
USBKJ,Brooksville,conflicting or missing match,4166124
USBQN,Brownstown,conflicting or missing match,4987176
USBT2,"Bryant, Hamlin",conflicting or missing match,5226577
USBCE,Bryce,conflicting or missing match,5535946
USBYG,Buffalo,conflicting or missing match,5828952
USBYP,Burley,no explicit link,
USBYI,Burley-Rupert Apt,conflicting or missing match,5587380
USBRL,Burlington,conflicting or missing match,4849845
USBNO,Burns,conflicting or missing match,5716842
USBUM,Butler,conflicting or missing match,4379345
USCAD,Cadillac,conflicting or missing match,5014730
USCIR,Cairo,conflicting or missing match,4234986
USCDW,Caldwell,conflicting or missing match,5097708
USCWG,Callaway Gardens,conflicting or missing match,4185703
USCTO,Calverton,conflicting or missing match,6326944
USCMW,Camano Is.,no explicit link,
USCGE,Cambridge,conflicting or missing match,4350190
USCMB,Cambridge,no explicit link,
USCDH,Camden,conflicting or missing match,4113887
USCDN,Camden,conflicting or missing match,4601592
USCXM,Cameron,conflicting or missing match,4678379
USVOK,Camp Douglas,conflicting or missing match,6299246
USADC,Camphill,no explicit link,
USCZZ,Campo,conflicting or missing match,5323810
USCAR,Caribou,conflicting or missing match,4960164
USCQI,Carlisle,conflicting or missing match,7164594
USCMZ,Carmel,conflicting or missing match,7258078
USMRY,Carmel-Monterey Apt,conflicting or missing match,5374415
USCMV,Carmel Valley,conflicting or missing match,5334312
USCIN,Carroll,conflicting or missing match,4847220
USQTA,Catalina,conflicting or missing match,5288786
USCTQ,Catawba,conflicting or missing match,4474841
USCWS,Center Island,conflicting or missing match,5789642
USGHM,Centerville,conflicting or missing match,4612472
USENL,Centralia,conflicting or missing match,4235594
USCNU,Chanute,conflicting or missing match,4269395
USCCY,Charles City,conflicting or missing match,4851170
USCYM,Chatham,conflicting or missing match,5845284
USCKK,Cherokee,conflicting or missing match,4105435
USCSR,Chester,conflicting or missing match,5132002
USCUT,Chestnut,no explicit link,
USCII,Chili,conflicting or missing match,5112523
USHIB,Chisholm-Hibbing Apt,conflicting or missing match,5021092
USCKW,Choctaw,conflicting or missing match,4421536
USCI2,Cincinnati,conflicting or missing match,4287797
USIRC,Circle,conflicting or missing match,5859417
USCKB,Clarksburg,conflicting or missing match,4798621
USVXJ,Claves,no explicit link,
USCAO,Clayton,conflicting or missing match,5462285
USCFT,Clifton,conflicting or missing match,5296838
USCNC,Clinton,conflicting or missing match,4989133
USCWI,Clinton,conflicting or missing match,4852045
USCFA,Coffee Point,conflicting or missing match,8299203
USCBK,Colby,conflicting or missing match,5445199
USCOM,Coleman,conflicting or missing match,4682404
USKCR,Colorado Creek,conflicting or missing match,5859731
USCOA,Columbia,conflicting or missing match,5338801
USMRC,Columbia,conflicting or missing match,4640042
USCLU,Columbus,conflicting or missing match,4256039
USOLU,Columbus,conflicting or missing match,5066019
USUBS,Columbus,conflicting or missing match,4422453
USCVC,Comstock,conflicting or missing match,4989432
USCCR,Concord,conflicting or missing match,5331283
USCNK,Concordia,conflicting or missing match,4268433
USCQP,Connellsville,conflicting or missing match,4561342
USCEV,Connersville,conflicting or missing match,4261297
USJLA,Cooper Lodge,conflicting or missing match,5872308
USCOP,Cooperstown,conflicting or missing match,5113666
USCZC,Copper Centre,conflicting or missing match,5859851
USCRO,Corcoran,conflicting or missing match,5339518
USXEM,Corinth,conflicting or missing match,4645003
USCBA,Corner Bay,no explicit link,
USCEZ,Cortez,conflicting or missing match,5418118
USCZB,Corydon,conflicting or missing match,4256178
USCTW,Cottonwood,conflicting or missing match,5291035
USCIL,Council,conflicting or missing match,5859956
USCBJ,Country Side,no explicit link,
USCVQ,Covina,conflicting or missing match,5407933
USCIG,Craig,conflicting or missing match,5576076
USCKN,Crookston,conflicting or missing match,5023468
USCTY,Cross City,conflicting or missing match,4152389
USCRT,Crossett,conflicting or missing match,4124039
USCYE,Crystal Lake,no explicit link,
USDFW,Dallas-Fort Worth Int Apt,conflicting or missing match,4684943
USDLR,Dal-nor,no explicit link,
USDGB,Danger Bay,conflicting or missing match,8693083
USDVE,Davie,conflicting or missing match,4463082
USDVV,Davisville,conflicting or missing match,5221745
USDTH,Death Valley,conflicting or missing match,5342052
USDCR,Decatur,conflicting or missing match,4919565
USWDB,Deep Bay,no explicit link,
USDPA,Deerpark,no explicit link,
USDFX,Defense,no explicit link,
USDLE,Delisle,no explicit link,
USDRJ,Delran,conflicting or missing match,5097222
USDVL,Devils Lake,conflicting or missing match,5058871
USDEW,Dewitt,conflicting or missing match,5114621
USDIK,Dickinson,conflicting or missing match,5688783
USDIO,Diomede Island,conflicting or missing match,5867516
USDXC,Dixon,conflicting or missing match,7261725
USDOE,Doe Run,no explicit link,
USDMZ,Dominguez,conflicting or missing match,5344817
USDGW,Douglas/Converse,conflicting or missing match,5821792
USDOV,Dover-Cheswold,conflicting or missing match,7726518
USDYL,Doylestown,conflicting or missing match,5187250
USDRU,Drummond,conflicting or missing match,5649156
USDBN,Dublin,conflicting or missing match,4228567
USPSK,Dublin,conflicting or missing match,4775918
USDBS,Dubois,conflicting or missing match,5591646
USDUF,Duck,conflicting or missing match,4483779
USIAD,Dulles Int Apt/Washington,conflicting or missing match,4792325
USDUM,Dunn,no explicit link,
USRDU,Durham-Raleigh Apt,conflicting or missing match,4487056
USEAA,Eagle,conflicting or missing match,5861127
USEGV,Eagle River,conflicting or missing match,5251175
USEZV,East Danville,no explicit link,
USEGO,East Goshen,conflicting or missing match,4557726
USHTO,East Hampton,conflicting or missing match,5115872
USESN,Easton,conflicting or missing match,4353968
USESW,Easton,conflicting or missing match,5793300
USEGM,Edgemont,conflicting or missing match,4557746
USEDD,Edgewood,conflicting or missing match,5097526
USEFB,Eight Fathom Bight,conflicting or missing match,8298955
USECQ,El Cerrito,conflicting or missing match,5345624
USEDK,El Dorado,conflicting or missing match,4270869
USEKN,Elkins,conflicting or missing match,4810204
USEMB,Embarcadero/San Francisco,conflicting or missing match,5323631
USEMP,Emporia,conflicting or missing match,4271092
USETS,Enterprise,conflicting or missing match,4060806
USEPH,Ephrata,conflicting or missing match,5793836
USEEX,Essex,conflicting or missing match,7257367
USESB,Estero Bay,conflicting or missing match,5346915
USEUE,Eureka,conflicting or missing match,5503807
USEVW,Evanston,conflicting or missing match,5824809
USEXG,Evergreen,conflicting or missing match,5794008
USEWH,Ewa Beach (Oahu),no explicit link,
USFAE,Fairfield,conflicting or missing match,4621447
USFFL,Fairfield,conflicting or missing match,4855981
USFRM,Fairmont,conflicting or missing match,5026123
USRPY,Fair Play,conflicting or missing match,7175032
USNFL,Fallon,conflicting or missing match,8081501
USEWB,Fall River-New Bedford Apt,conflicting or missing match,4945128
USFLJ,Falls Bay,conflicting or missing match,8643511
USFWL,Farewell,conflicting or missing match,5556590
USFRG,Farmingdale,conflicting or missing match,5133681
USFAM,Farmington,conflicting or missing match,4386292
USFYM,Fayetteville,conflicting or missing match,4621922
USFYV,Fayetteville,conflicting or missing match,4108978
USFIL,Fillmore,conflicting or missing match,5539099
USFIV,Five Finger,conflicting or missing match,5846306
USFMC,Five Mile,conflicting or missing match,5878602
USFCL,Florence,conflicting or missing match,7261268
USMSL,Florence-Muscle Shoals Apt,conflicting or missing match,4047374
USFLU,Flushing Apt/New York,conflicting or missing match,5117473
USFAF,Fort Eustis,conflicting or missing match,4771849
USUJF,Fort Gillem,no explicit link,
USFHU,Fort Huachuca-Sierra Vista Apt,conflicting or missing match,7668305
USMUI,Fort Indiantown,conflicting or missing match,5190069
USFLV,Fort Leavenworth,conflicting or missing match,8096591
USFRI,Fort Riley,conflicting or missing match,7259267
USFSI,Fort Sill,conflicting or missing match,4537137
USFOX,Fox,conflicting or missing match,5862522
USFKL,Franklin,conflicting or missing match,5184072
USFLH,Franklin,no explicit link,
USFDR,Frederick,conflicting or missing match,4537294
USFEP,Freeport,conflicting or missing match,4883021
USFDP,Freisland,no explicit link,
USFET,Fremont,conflicting or missing match,5068747
USFNR,Funter Bay,conflicting or missing match,5846477;5846508
USGVL,Gainesville,conflicting or missing match,4205342
USGBH,Galbraith Lake,conflicting or missing match,5862652
USGAL,Galena,conflicting or missing match,5862656
USGCK,Garden City,conflicting or missing match,5445445
USGJC,Genesee,conflicting or missing match,5254158
USGED,Georgetown,conflicting or missing match,4144896
USGGE,Georgetown,conflicting or missing match,4579667
USGGA,Georgia,conflicting or missing match,5236377
USGTY,Gettysburg,conflicting or missing match,4557585
USKGZ,Glacier Creek,conflicting or missing match,5862889
USGGG,Gladewater-Longview-Kilgore Apt,conflicting or missing match,4695144
USGCD,Glen Allen,no explicit link,
USGWV,Glendale,conflicting or missing match,4807101
USGHI,Glendale Hghts,no explicit link,
USGDV,Glendive,conflicting or missing match,5685656
USGDO,Golden,conflicting or missing match,4421935
USGDH,Golden Horn,conflicting or missing match,5863052
USGLD,Goodland,conflicting or missing match,5445482
USGVE,Gordonsville,conflicting or missing match,4761461
USGFT,Grafton,conflicting or missing match,5058526
USGPZ,Grand Rapids,conflicting or missing match,5028539
USGMT,Granite Mountain,conflicting or missing match,8114023
USGNT,Grants,conflicting or missing match,5469855
USGBD,Great Bend,conflicting or missing match,4272345
USGFD,Greenfield,conflicting or missing match,4263271
USGFH,Greenfield,conflicting or missing match,4409441
USRVR,Green River,conflicting or missing match,7701949
USGSO,Greensboro-High Point Apt,conflicting or missing match,4469156
USFWZ,Green Town,conflicting or missing match,7164893
USGWH,Greenview Hills,no explicit link,
USGLH,Greenville,conflicting or missing match,4428484
USGRE,Greenville,conflicting or missing match,4239869
USGVT,Greenville,conflicting or missing match,4708867
USGSP,Greenville-Greer Apt,conflicting or missing match,6301603
USGRW,Greenwich,conflicting or missing match,5119418
USGRD,Greenwood,conflicting or missing match,4580576
USGWO,Greenwood,conflicting or missing match,4428526
USGFI,Griffin,conflicting or missing match,4691876
USGON,Groton-New London Apt,conflicting or missing match,4835487
USGOK,Guthrie,conflicting or missing match,4538153
USGWY,Gwynedd,conflicting or missing match,5192305
USSUN,Hailey-Sun Valley Apt,conflicting or missing match,5593666
USHAB,Hamilton,conflicting or missing match,4074637
USHPT,Hampton,conflicting or missing match,4868686
USUJS,Hampton,conflicting or missing match,4599937
USHNM,Hana,conflicting or missing match,5856195
USCMX,Hancock,conflicting or missing match,4996574
USHVE,Hanksville,conflicting or missing match,5540149
USHNX,Hanna,conflicting or missing match,8299124
USHBC,Hanus Bay,no explicit link,
USHAE,Havasupai,conflicting or missing match,5297533
USHVR,Havre,conflicting or missing match,5656501
USHTH,Hawthorne,conflicting or missing match,5505324
USHAY,Haycock,conflicting or missing match,5863815
USHDN,Hayden,conflicting or missing match,5583631
USHYR,Hayward,conflicting or missing match,5255892
USHEE,Helena,conflicting or missing match,4133499
USHEV,Hendersonville,conflicting or missing match,4453056
USHED,Herendeen,conflicting or missing match,5863940
USHDA,Hidden Falls,conflicting or missing match,8299183
USHGL,Highland,conflicting or missing match,4895876
USHIH,Highland,conflicting or missing match,5120759
USHQW,Highlands,conflicting or missing match,5793242
USHLC,Hill City,conflicting or missing match,4272984
USHBR,Hobart,conflicting or missing match,4538825
USHFF,Hoffman,conflicting or missing match,4477710
USHLX,Holland,conflicting or missing match,5203221
USHLI,Hollister,conflicting or missing match,5357493
USHCR,Holy Cross,conflicting or missing match,5864134
USHOM,Homer,conflicting or missing match,5864146
USHMS,Homeshore,no explicit link,
USXGN,Hondo,conflicting or missing match,4722843
USHOF,Hoosierlift,no explicit link,
USHSP,Hot Springs,conflicting or missing match,4765718
USHTL,Houghton,conflicting or missing match,4996580;5007588
USHCC,Hudson,conflicting or missing match,5113367
USHUS,Hughes,conflicting or missing match,5864348
USHUD,Humboldt,conflicting or missing match,4861355
USHTV,Huntsville,conflicting or missing match,4699544
USHEK,Hyde Park,conflicting or missing match,5128514
USWHD,Hyder,conflicting or missing match,5553656
USICY,Icy Bay,conflicting or missing match,5864472
USIML,Imperial,conflicting or missing match,5696366
USIDP,Independence,conflicting or missing match,4273368
USIMT,Iron Mountain,conflicting or missing match,4993069
USISP,Islip,conflicting or missing match,5143866
USIVH,Ivishak,conflicting or missing match,5865027
USJAC,Jackson,conflicting or missing match,5828662
USJXN,Jackson,conflicting or missing match,6298503
USMJQ,Jackson,conflicting or missing match,5031701
USMKL,Jackson,conflicting or missing match,4640715
USIJX,Jacksonville,conflicting or missing match,4241714
USJKV,Jacksonville,conflicting or missing match,4680612
USOAJ,Jacksonville,conflicting or missing match,4452320
USJHW,Jamestown,conflicting or missing match,6298490
USJMS,Jamestown,conflicting or missing match,5059843
USAPT,Jasper,conflicting or missing match,4639504
USJFN,Jefferson,conflicting or missing match,5146093
USJNY,Johnson,conflicting or missing match,5122794
USJDN,Jordan,conflicting or missing match,5659997
USUNU,Juneau,conflicting or missing match,5250688
USKUI,Kailua (Maui),conflicting or missing match,5847490
USKQO,Kailua (Oahu),no explicit link,
USAIZ,Kaiser/Lake Ozark,conflicting or missing match,4394825
USKKK,Kalakaket,conflicting or missing match,8114030
USMUE,Kamuela,conflicting or missing match,5854593
USKCK,Kansas City,conflicting or missing match,4393219
USKKL,Karluk Lake,conflicting or missing match,5865856
USKUA,Kaunakakai (Molokai),conflicting or missing match,5848652
USEEN,Keene,conflicting or missing match,5085428
USKEU,Kelly Bar,conflicting or missing match,8299035
USKLP,Kelp Bay,conflicting or missing match,8299256
USKDL,Kendall,no explicit link,
USKEH,Kenmore Air Harbor,conflicting or missing match,5800346
USKBN,Kennebunk,conflicting or missing match,5281094
USKNT,Kennett,conflicting or missing match,4393453
USKIL,Killingly,conflicting or missing match,4833449
USKMT,Kingsmountain,no explicit link,
USIRK,Kirksville,conflicting or missing match,5054475
USKKB,Kitoi Bay,conflicting or missing match,5866430
USKZH,Kizhuyak,conflicting or missing match,5866462
USKBK,Klag Bay,conflicting or missing match,8298751
USLKK,Kulik Lake,conflicting or missing match,5866853
USLFL,La Belle,conflicting or missing match,4169144
USLAF,Lafayette,conflicting or missing match,4924709
USLFO,La Follette,conflicting or missing match,7170292
USLGZ,La Grange Highlands,no explicit link,
USXES,Lake Geneva,conflicting or missing match,5259172
USLPR,Lakeport,conflicting or missing match,7261991
USLKS,Lakeside,conflicting or missing match,4704976
USKDB,Lakeside Marblehead,no explicit link,
USLKV,Lakeview,conflicting or missing match,5735649
USLIL,Lakeville,conflicting or missing match,4945659
USLAA,Lamar,conflicting or missing match,5427960
USLNS,Lancaster,conflicting or missing match,5197080
USLPO,Laporte,no explicit link,
USLBE,Latrobe,conflicting or missing match,5197215
USLRM,Laurel,conflicting or missing match,4369978
USLVL,Lawrenceville,conflicting or missing match,4768887
USLWV,Lawrenceville,conflicting or missing match,4242774
USLXV,Leadville,conflicting or missing match,7261643
USLFA,Lebanon,conflicting or missing match,4292686
USLCG,Le Compte,no explicit link,
USLEE,Leesburg,conflicting or missing match,4161775
USLRJ,Lemars,conflicting or missing match,4864345
USLXK,Lenox,conflicting or missing match,4903535
USLWB,Lewisburg,conflicting or missing match,4807623
USLWS,Lewiston,conflicting or missing match,5598539
USLXN,Lexington,conflicting or missing match,5071054
USWLN,Little Naukati,no explicit link,
USLIX,Livingston,conflicting or missing match,4740941
USLVM,Livingston,conflicting or missing match,5666608
USLDN,London,conflicting or missing match,5164352
USLNI,Lonely,conflicting or missing match,5867754
USLNR,Lone Rock,conflicting or missing match,5276122
USLIJ,Long Island,conflicting or missing match,8298924
USLOG,Longview,conflicting or missing match,5801621
USLNE,Los Nietos,conflicting or missing match,7262518
USLHB,Lost Harbor,conflicting or missing match,8521670
USLSR,Lost River,conflicting or missing match,5867916
USLMS,Louisville,conflicting or missing match,4434291
USPOY,Lovell-Powell Apt,conflicting or missing match,5835617
USLOL,Lovelock,conflicting or missing match,5703217
USLLQ,Lowland,no explicit link,
USLBT,Lumberton,conflicting or missing match,4477529
USLYO,Lyons,conflicting or missing match,4274937
USLYQ,Lyon Station,no explicit link,
USMQB,Macomb,conflicting or missing match,4900828
USMDN,Madison,conflicting or missing match,4260857
USXMD,Madison,conflicting or missing match,5229527
USMDJ,Madison-Madras Apt,conflicting or missing match,5719287
USAGO,Magnolia,conflicting or missing match,4120332
USMLK,Malta,conflicting or missing match,8096314
USMEE,Manatee,conflicting or missing match,4163296
USMHK,Manhattan,conflicting or missing match,4274998
USMFD,Mansfield,conflicting or missing match,6298629
USMNS,Mansfield,conflicting or missing match,7257704
USMEO,Manteo,conflicting or missing match,4477895
USMWP,Manver,no explicit link,
USMIN,Marion,conflicting or missing match,4498252
USMWA,Marion,conflicting or missing match,4253176
USMZZ,Marion,conflicting or missing match,4923214
USMHL,Marshall,conflicting or missing match,4397225
USMML,Marshall,conflicting or missing match,6298674
USMFB,Marshfield,conflicting or missing match,4943213
USMTN,Martin Mariet/Baltimore,conflicting or missing match,4361793
USMYV,Marysville,conflicting or missing match,5411027
USMYK,May Creek,conflicting or missing match,5868464
USMFE,McAllen-Mission Apt,conflicting or missing match,4709809
USMXY,McCarthy,conflicting or missing match,5868503
USMCG,McGrath,conflicting or missing match,5868548
USMKR,McKeesport,conflicting or missing match,5187987
USMPR,McPherson,conflicting or missing match,4275262
USMQW,McRae,conflicting or missing match,4225959
USMDF,Medford,conflicting or missing match,5275452
USMIO,Miami,conflicting or missing match,4542697
USMWO,Middletown,conflicting or missing match,4514569
USDBD,Midway,conflicting or missing match,4887472
USMLF,Milford,conflicting or missing match,5543140
USNSE,Milton,conflicting or missing match,6301673
USMEV,Minden,conflicting or missing match,5503129
USMHE,Mitchell,conflicting or missing match,5229797
USMEF,Moffett Field,no explicit link,
USMLU,Monroe,conflicting or missing match,4345850
USMWI,Monroe,conflicting or missing match,5263331;5263343
USMPQ,Monroe Park,no explicit link,
USMVC,Monroeville,conflicting or missing match,4076707
USMGJ,Montgomery,conflicting or missing match,5129916
USMOC,Monticello,no explicit link,
USMSV,Monticello,conflicting or missing match,5140137
USMXC,Monticello,conflicting or missing match,5546330
USMXO,Monticello,conflicting or missing match,4867814
USGMV,Monument Valley Gldngs,conflicting or missing match,5543406
USMRJ,Moorestown,conflicting or missing match,7258303
USPTN,Morgan City-Patterson Apt,conflicting or missing match,4327034
USMPP,Morgans Point,conflicting or missing match,4712319
USMSW,Morris,conflicting or missing match,4902955
USKMY,Moser Bay,conflicting or missing match,5869318
USMWH,Moses Lake,conflicting or missing match,7261921
USWMH,Mountain Home,conflicting or missing match,4100583
USMOU,Mountain Village,conflicting or missing match,5869367
USMOP,Mount Pleasant,conflicting or missing match,5002724
USMPZ,Mount Pleasant,conflicting or missing match,4868224
USCEY,Murray,conflicting or missing match,4297229
USDCA,National Apt/Washington,conflicting or missing match,4782828
USNKI,Naukiti,conflicting or missing match,8298644
USEOS,Neosho,conflicting or missing match,4400184
USNVD,Nevada,conflicting or missing match,4400208
USECS,Newcastle,conflicting or missing match,5832626
USNCN,New Chenega,conflicting or missing match,8114008
